protein,logFC,AveExpr,t,P.Value,fdr,comparison
inpp5j,-0.134210709314785,0.0245822313947486,-1.86526009754521,0.0621510619286533,0.967778100000697,hla_interaction_pre
acadm,0.216924976688288,0.124032061009649,1.864742055166,0.062223677023957,0.967778100000697,hla_interaction_pre
vsnl1,0.114091923260647,0.0290540473385552,1.85673326437472,0.0633552445821307,0.967778100000697,hla_interaction_pre
sncg,-0.23578303502127,-0.0413960100447354,-1.85557986533763,0.0635196013521709,0.967778100000697,hla_interaction_pre
pdap1,0.137844435497026,-0.0552061293406677,1.84973831027414,0.0643574286623571,0.967778100000697,hla_interaction_pre
itgax,-0.167038809272658,0.0467961166162786,-1.84845250696593,0.0645430652511945,0.967778100000697,hla_interaction_pre
tnfaip8,0.117048339091046,-0.00669001115292558,1.84737215966322,0.0646993807822206,0.967778100000697,hla_interaction_pre
fxn,-0.131761955662945,-0.00411639798347758,-1.84687805762344,0.0647709764849592,0.967778100000697,hla_interaction_pre
itih4,0.0830430335865725,0.017322733698873,1.84601826487195,0.0648957168550757,0.967778100000697,hla_interaction_pre
apoa1,0.0875903482985784,0.013613028512612,1.84139571710247,0.0655697666189255,0.967778100000697,hla_interaction_pre
clgn,-0.136027524691456,0.0460862457178949,-1.84103940496027,0.0656219620061324,0.967778100000697,hla_interaction_pre
gm2a,-0.113532581842318,0.0205023630411372,-1.83830582036799,0.0660235392960486,0.967778100000697,hla_interaction_pre
espl1,0.172095242825579,0.0962637666319337,1.83659074720735,0.0662765244685265,0.967778100000697,hla_interaction_pre
ctsb,0.196361326191415,0.0400429383375179,1.83280913451272,0.0668371609592441,0.967778100000697,hla_interaction_pre
cdh1,-0.132536552609523,0.0290937731820512,-1.83066808497097,0.0671563060604978,0.967778100000697,hla_interaction_pre
serpina6,0.0550830288367604,0.00788601231216985,1.82883411303372,0.0674306745654498,0.967778100000697,hla_interaction_pre
hsd17b14,0.192291592762321,-0.00558520628627056,1.82328597937847,0.068266315371775,0.967778100000697,hla_interaction_pre
get3,0.167135839325436,0.0770808004321873,1.82154770316534,0.0685298735833467,0.967778100000697,hla_interaction_pre
nell2,-0.103449663390818,0.0114474796601737,-1.82071560043338,0.0686563330628624,0.967778100000697,hla_interaction_pre
pnliprp2,1.06955878348929,-0.910219743540593,1.82038419820341,0.0687067515558863,0.967778100000697,hla_interaction_pre
il1rn,-0.17295887643992,0.0758188746107279,-1.81811349645651,0.0690530280446055,0.967778100000697,hla_interaction_pre
rab44,0.127777397487785,0.0477575097171426,1.81580160085628,0.0694070581880564,0.967778100000697,hla_interaction_pre
igdcc3,0.148911440191945,0.077737606252997,1.8134882409357,0.0697628032353467,0.967778100000697,hla_interaction_pre
spink6,-0.195533050212412,-0.0465450219490062,-1.81304031107632,0.0698318579066613,0.967778100000697,hla_interaction_pre
ifnlr1,0.125174893935502,0.0119776448970517,1.81090402411715,0.0701619688567358,0.967778100000697,hla_interaction_pre
nudc,-0.0946581478362584,-0.0710602137214303,-1.8088179521967,0.0704855549969139,0.967778100000697,hla_interaction_pre
vstm2l,0.201124654039873,0.0285381934204659,1.80514252522064,0.071058656046275,0.967778100000697,hla_interaction_pre
prok1,-0.22452449767299,-0.0475473206388636,-1.80422102724362,0.0712029405815569,0.967778100000697,hla_interaction_pre
tmco5a,0.146924846283471,0.0283661570799155,1.80198234273589,0.0715544656321228,0.967778100000697,hla_interaction_pre
izumo1,-0.144203771630798,0.0612658637816369,-1.80158930620336,0.0716163279378983,0.967778100000697,hla_interaction_pre
spred2,-0.118703396058023,0.0350948918181907,-1.79990490316667,0.0718819424747564,0.967778100000697,hla_interaction_pre
fabp5,-0.134908227397584,-0.0087126503543208,-1.79764091994447,0.0722402221144266,0.967778100000697,hla_interaction_pre
ctsf,0.143992692908966,-0.00714227574127371,1.79456483370655,0.0727293605425965,0.967778100000697,hla_interaction_pre
inpp1,-0.118396609813137,0.00450415499818025,-1.79181416287496,0.0731690463200158,0.967778100000697,hla_interaction_pre
acsl1,0.111019661645696,0.0442885093148135,1.79155651121443,0.0732103422541348,0.967778100000697,hla_interaction_pre
hbz,0.32573066005263,0.0938138958403193,1.78924246937853,0.0735820879104937,0.967778100000697,hla_interaction_pre
prnd,-0.154209744156076,0.030346941918966,-1.78886510344333,0.0736428570528646,0.967778100000697,hla_interaction_pre
cxcl13,-0.201122602117212,0.0536507987248667,-1.78820429529295,0.0737493691798149,0.967778100000697,hla_interaction_pre
fgf21,0.409511976932951,0.0409938727196523,1.78759727032035,0.0738473232546123,0.967778100000697,hla_interaction_pre
cntn3,-0.115641553738149,-0.031789519186667,-1.78251740495977,0.0746712245120009,0.967778100000697,hla_interaction_pre
vstm1,0.166520552756712,0.0049915568080755,1.78198854507904,0.0747574299823575,0.967778100000697,hla_interaction_pre
pdia2,0.120197888261243,0.0270997392745252,1.77858205961454,0.0753146456267223,0.967778100000697,hla_interaction_pre
ddt,0.107339471040116,0.0364544348314064,1.77524323167135,0.0758640799964443,0.967778100000697,hla_interaction_pre
