icd10,chapter,OR,OR_lo,OR_hi,beta,se,pval,n_ms_with,n_hc_with,pct_ms,pct_hc,n_timing_ms,pct_pre_onset,fdr
R42,R,1.98250123455846,1.29749508489931,3.02915301242226,0.684359297254773,0.216287627212039,0.00155554398894174,23,1215,4.60921843687375,2.54178782870651,23,17.3913043478261,0.00489943446857161
N12,N,2.78462991736817,1.47172508055664,5.26875832935389,1.02411498030094,0.325346807838457,0.00164524445768557,10,309,2.00400801603206,0.646429991004372,10,0,0.00514694718857041
M86,M,3.10657136578098,1.52643301109362,6.32244296379307,1.13351966330811,0.362543885237444,0.00176857021584009,8,273,1.60320641282565,0.571117759042698,8,25,0.0054956242277447
N95,N,1.51407564405132,1.16660788789116,1.96503476421144,0.414805116812929,0.133012663297172,0.00181750370260364,73,3960,14.6292585170341,8.28434551578419,73,20.5479452054795,0.00560903866325202
R11,R,1.64597929621975,1.20298228681435,2.25210950591676,0.498335523937468,0.159965209811698,0.00183773861420061,44,2622,8.81763527054108,5.48524089454196,44,11.3636363636364,0.00560903866325202
R79,R,1.90046560314465,1.26874200511081,2.84673282210791,0.642098910438154,0.20615971838803,0.00184213130805118,26,1804,5.21042084168337,3.77397962385724,26,23.0769230769231,0.00560903866325202
M32,M,2.36165358392239,1.37471863740226,4.05712667211147,0.859362044835642,0.276078041836709,0.00185352681528631,14,481,2.80561122244489,1.00625509926571,14,21.4285714285714,0.00560903866325202
G98,G,3.31983759402886,1.55215927823884,7.10063832059342,1.19991586427071,0.387892255124663,0.00197860102021057,7,210,1.40280561122245,0.439321353109768,7,42.8571428571429,0.00594865111920452
I26,I,1.94857120356136,1.27447661750533,2.97920705895781,0.667096387885619,0.216612647768397,0.00207227128075196,23,1329,4.60921843687375,2.78027656325181,23,17.3913043478261,0.0061900748579881
R10,R,1.44459160033017,1.14218133103601,1.82706969115983,0.367826652087851,0.119840188629857,0.00214554054697298,86,5675,17.2344689378758,11.8721365661806,86,19.7674418604651,0.00636785431569544
M45,M,3.61270214945791,1.58989178360753,8.20912275619359,1.28445601020039,0.418770437198303,0.00216068491957956,6,182,1.20240480961924,0.380745172695132,6,83.3333333333333,0.00637195616411043
R02,R,3.60266844859166,1.58579547105897,8.18467462377761,1.28167480660245,0.418667678920882,0.00220365082894405,6,197,1.20240480961924,0.41212526934583,6,16.6666666666667,0.00645753375823479
K92,K,1.65544277428521,1.19851970379607,2.28656297452027,0.504068510379747,0.164786375123496,0.00222135687555773,41,2655,8.21643286573146,5.55427710717349,41,12.1951219512195,0.00646847945524042
Q66,Q,4.08159616582962,1.65497656093744,10.066261755078,1.40648812902571,0.460561879016603,0.00225922993801148,5,112,1.00200400801603,0.234304721658543,5,0,0.00653764663312071
R07,R,1.46304257994696,1.14443889846801,1.87034326918038,0.380518226157832,0.125308037892362,0.00239213089023284,77,5606,15.4308617234469,11.7277881215874,77,23.3766233766234,0.00687923355389941
Z22,Z,2.79960345817981,1.43306055877211,5.4692591147495,1.02947778507317,0.34166600866633,0.0025858387858987,9,355,1.80360721442886,0.742662287399845,9,11.1111111111111,0.00736580208602387
M80,M,2.99346102625214,1.46669300658102,6.1095327212195,1.0964302518404,0.363989816690331,0.00259314414691553,8,280,1.60320641282565,0.585761804146357,8,12.5,0.00736580208602387
R03,R,2.28693871413055,1.33429393757618,3.91974252066964,0.827214117187289,0.274904005589379,0.00262021369592275,14,655,2.80561122244489,1.3702642204138,14,0,0.00739731061714775
J81,J,3.91015119990931,1.58969332697612,9.61775591977553,1.36357604330314,0.459201490708999,0.0029833298467475,5,154,1.00200400801603,0.322168992280496,5,0,0.00830662313353122
N89,N,1.78992045432204,1.2186994166995,2.62888058277491,0.582171179938989,0.196115786590287,0.00299249816288371,29,1246,5.81162324649299,2.60664002845129,29,27.5862068965517,0.00830662313353122
J98,J,1.67274918137506,1.19093727064011,2.34948547901856,0.514468489291973,0.173330545813077,0.00299612540669485,37,2436,7.41482965931864,5.0961276960733,37,5.40540540540541,0.00830662313353122
N36,N,3.46178774862796,1.52214705210482,7.87307271001135,1.24178514598604,0.419215955885944,0.00305488021532962,6,180,1.20240480961924,0.376561159808372,6,0,0.008419104402962
M85,M,1.76856387081058,1.21190225341684,2.58091620534407,0.570167844821575,0.192845208889167,0.00311042456319161,30,1563,6.01202404809619,3.2698060710027,30,6.66666666666667,0.00852145901040067
M25,M,1.35968238518565,1.10483490700093,1.6733144263178,0.307251132168507,0.105895517239754,0.00371433516382981,120,9135,24.0480961923848,19.1104788602749,120,24.1666666666667,0.0101161010638424
H20,H,2.77485089975348,1.3645067582042,5.64291636488208,1.02059701593633,0.362144898929975,0.00482936088738464,8,281,1.60320641282565,0.587853810589737,8,37.5,0.0130759888354333
R87,R,2.98186010671448,1.38877149952876,6.40241371531049,1.09254730267152,0.389861101842255,0.00507237168552996,7,169,1.40280561122245,0.353549088931194,7,28.5714285714286,0.0136541168046533
K50,K,2.5982701401162,1.33084206598016,5.07273394311242,0.954845892872188,0.341343887074653,0.00515294931658815,9,346,1.80360721442886,0.723834229409427,9,44.4444444444444,0.0137908412345683
D72,D,3.21591889679723,1.41675346898421,7.2998828499024,1.16811313234115,0.418237330472374,0.00522308530359564,6,190,1.20240480961924,0.397481224242171,6,0,0.0138982097446252
L60,L,1.87532523016339,1.20571540906325,2.91681162275242,0.62878210046775,0.225361739402092,0.00526915393528111,21,1171,4.20841683366734,2.4497395451978,21,23.8095238095238,0.0138998429798646
V18,V,3.21552694932969,1.41514698885816,7.30638841284482,1.16799124762738,0.418754001467108,0.00528374160789669,6,208,1.20240480961924,0.435137340223008,6,0,0.0138998429798646
G56,G,1.56760914847792,1.13842133378985,2.15860188969833,0.449551623303546,0.16321893649639,0.00588203519591278,42,2556,8.41683366733467,5.34716846927889,42,35.7142857142857,0.0153863406537153
J06,J,1.40375286693985,1.10139853693306,1.78910906939184,0.339149269412043,0.123759438743308,0.00613661066761412,79,5397,15.8316633266533,11.290558774921,79,16.4556962025316,0.0159620828039626
Z43,Z,2.68592559977896,1.32151685891092,5.45902708611171,0.988025398454183,0.361859788810301,0.00632557015225494,8,344,1.60320641282565,0.719650216522667,8,0,0.0163616702820896
E10,E,2.31238999276891,1.26212930943395,4.23660827673507,0.838281618578396,0.308919079497275,0.00665572543801586,11,524,2.20440881763527,1.09621137633104,11,45.4545454545455,0.0171200048766741
D68,D,2.5161394418497,1.28873831661442,4.91252382986755,0.922725759341281,0.341358198319366,0.00686958251846678,9,340,1.80360721442886,0.711282190749148,9,11.1111111111111,0.0175724679892272
N93,N,1.74831086996505,1.16527699771657,2.62305949918132,0.558650104650544,0.206985346742084,0.00695515549010003,26,1078,5.21042084168337,2.25518294596347,26,46.1538461538462,0.017693609845694
K13,K,2.03938075121408,1.21231366191459,3.43069123039839,0.712646208448059,0.265365080267277,0.00724146085629513,15,729,3.0060120240481,1.52507269722391,15,6.66666666666667,0.0183212916746702
L23,L,3.07781187077117,1.35311370051291,7.0008351170113,1.12421891294159,0.419291087463235,0.00733504756880333,6,160,1.20240480961924,0.334721030940775,6,50,0.018457212088891
H61,H,1.54070684026464,1.12266601230308,2.11441117983842,0.432241298307971,0.161497486459999,0.00744048100292571,43,3109,8.61723446893788,6.50404803246794,43,16.2790697674419,0.0186213119154303
A37,A,2.20729799119111,1.23536070165023,3.9439205208713,0.791769139089461,0.296125584458661,0.00750058093380991,12,513,2.40480961923848,1.07319930545386,12,81.8181818181818,0.0186708009266344
R55,R,1.68031970676364,1.14826215496242,2.45891088958746,0.518984076955131,0.19425226895218,0.00754677491340094,29,1979,5.81162324649299,4.14008075144871,29,10.3448275862069,0.0186853304005595
F41,F,1.43649357056205,1.09984655310477,1.87618333888576,0.362205123661125,0.136242066716796,0.00784797952426092,63,4047,12.625250501002,8.46635007635824,63,34.9206349206349,0.0193277368070894
S42,S,2.19262132379497,1.22752656798905,3.91648408672429,0.785097779557618,0.295967630164476,0.00798632375003774,12,563,2.40480961923848,1.17779962762285,12,0,0.0195643804035316
L90,L,2.02130914557469,1.20009350122736,3.40447694934219,0.703745393360932,0.26599281730252,0.00815146543462451,15,655,3.0060120240481,1.3702642204138,15,20,0.0198638341906902
N28,N,1.85199902100395,1.16383000186424,2.94708021644528,0.616265607608268,0.2370149568741,0.00931931396083902,19,1172,3.80761523046092,2.45183155164118,19,5.26315789473684,0.0225907977165888
L02,L,1.72571720017175,1.14039543977513,2.61146243758732,0.545642732291174,0.211361047467837,0.00983528617693687,24,1343,4.80961923847695,2.80956465345913,24,16.6666666666667,0.0237173828120926
K43,K,2.01444305545222,1.17664129902395,3.44878326727597,0.700342757914029,0.274325885088003,0.010681204567959,14,747,2.80561122244489,1.56272881320474,14,21.4285714285714,0.0256238223573316
M50,M,2.19000390014694,1.1958840313333,4.010520215168,0.783903324715838,0.308682468192259,0.0111006730753316,11,508,2.20440881763527,1.06273927323696,11,54.5454545454545,0.0264928434736006
M31,M,2.6608009471803,1.24573486994826,5.68328129147547,0.978627185432222,0.387194679929659,0.0114884049631361,7,261,1.40280561122245,0.54601368172214,7,0,0.0272775974252924
E88,E,3.12884724176919,1.27655623339211,7.66882398616564,1.14066464335093,0.457397262156825,0.0126378011907842,5,173,1.00200400801603,0.361917114704713,5,40,0.0298535813843525
K20,K,1.61431510821635,1.09748891167677,2.37452355179975,0.478910785126806,0.196880623707368,0.0149952716599492,28,1930,5.61122244488978,4.0375724357231,28,10.7142857142857,0.0352426943073933
I20,I,1.49225419009113,1.0802873511958,2.06132429985373,0.400287855964255,0.164826930762934,0.0151599907937887,43,3778,8.61723446893788,7.90360034308906,43,13.953488372093,0.0354498774622432
O04,O,1.96519536008779,1.13822155106252,3.39300622071814,0.675591660271402,0.27863503006461,0.0153232675963301,14,494,2.80561122244489,1.03345118302964,14,64.2857142857143,0.0356516225984968
J10,J,3.01912015209042,1.23229704712896,7.39682571989854,1.10496544857152,0.457186481040747,0.0156541217939221,5,178,1.00200400801603,0.372377146921613,5,0,0.0362392919529296
M51,M,1.48062902837707,1.07640101695994,2.0366594653212,0.392467016654654,0.162675475513087,0.0158402163013052,42,2904,8.41683366733467,6.07518671157507,42,26.1904761904762,0.0364876624253945
R45,R,2.53480779443631,1.18933650854857,5.40238234389713,0.930117813433425,0.386082764103869,0.0159912542079431,7,288,1.40280561122245,0.602497855693396,7,0,0.0366532212786023
Z37,Z,0.467794552300021,0.251951668631443,0.868546512711077,-0.759726070261087,0.315710168749473,0.0161104575479407,12,1464,2.40480961923848,3.06269743310809,12,66.6666666666667,0.0367445411068795
M84,M,2.26265244879782,1.15980676183269,4.4141802518559,0.816537775006088,0.340961412444678,0.0166289831236774,9,388,1.80360721442886,0.81169850003138,9,11.1111111111111,0.0377412705208953
S06,S,2.50432286932674,1.17500839620831,5.33752188841474,0.918018386350039,0.386093414831761,0.0174204943359745,7,317,1.40280561122245,0.663166042551411,7,0,0.039344823792957
J43,J,2.07737029974686,1.13206864433617,3.81201915966934,0.73110281487047,0.309722549517888,0.0182498835497488,11,654,2.20440881763527,1.36817221397042,11,9.09090909090909,0.0405879655408259
J44,J,1.51731373528583,1.07320357601772,2.14520434215273,0.416941491960357,0.176680265453635,0.0182816096222522,36,2834,7.21442885771543,5.92874626053848,36,16.6666666666667,0.0405879655408259
T39,T,2.49172516531815,1.16655017249053,5.32226941103142,0.912975308052701,0.387206370082642,0.0183810203463048,7,238,1.40280561122245,0.497897533524403,7,28.5714285714286,0.0405879655408259
S92,S,2.93701791638051,1.19930358909561,7.19256935405739,1.07739475242958,0.456966176795813,0.0183879401705834,5,172,1.00200400801603,0.359825108261333,5,20,0.0405879655408259
E83,E,1.80181374388587,1.10403139534838,2.94061634599763,0.588793793070397,0.249910922349121,0.0184721894084552,17,1040,3.40681362725451,2.17568670111504,17,5.88235294117647,0.0405879655408259
M21,M,2.00665551248047,1.12405772240543,3.58225940314825,0.69646941207262,0.295675667074739,0.0184968914235729,12,624,2.40480961923848,1.30541202066902,12,16.6666666666667,0.0405879655408259
I21,I,1.59072478773167,1.08041704501603,2.34206352257837,0.464189753708711,0.197368690978449,0.0186782205268887,29,2523,5.81162324649299,5.27813225664735,29,10.3448275862069,0.0407925287922144
N76,N,1.95545769171749,1.11551791046633,3.4278380904692,0.67062427944754,0.286380351371167,0.0191948071719268,13,495,2.60521042084168,1.03554318947302,13,23.0769230769231,0.041723923570902
R04,R,1.85070474967096,1.0995609233082,3.11497798607618,0.615566512316901,0.265640598381274,0.0204878966239141,15,953,3.0060120240481,1.99368214054099,15,13.3333333333333,0.0442922930953746
N40,N,1.65028946769147,1.08001095599595,2.5216923143728,0.500950707490103,0.21631608263507,0.0205676954978521,30,3540,6.01202404809619,7.40570280956465,30,23.3333333333333,0.0442922930953746
M15,M,0.419435737285743,0.198165931968682,0.887772867741154,-0.868844953639654,0.382553880286603,0.0231366796895585,7,1625,1.40280561122245,3.39951047049225,7,14.2857142857143,0.0495939013715999
K04,K,1.78928303284015,1.08171132328841,2.95969331436502,0.581814999302202,0.256770741660236,0.0234579417140854,16,858,3.2064128256513,1.79494152841991,16,43.75,0.0500508157309748
R93,R,1.78835879466801,1.0807370189531,2.95930196003143,0.581298324779004,0.256966883383844,0.0236879715615318,16,945,3.2064128256513,1.97694608899395,16,12.5,0.0503097744632533
H04,H,1.58517134021904,1.06136510921799,2.36748707492678,0.460692502571312,0.204661522507987,0.0243857182926122,26,1637,5.21042084168337,3.42461454781281,26,19.2307692307692,0.0515551943811848
D63,D,2.77993383591918,1.13544894912587,6.80614671230951,1.02242712739025,0.456836226926267,0.025217108227168,5,209,1.00200400801603,0.437229346666388,5,0,0.0530705504962672
I80,I,1.55171002534456,1.05498793746954,2.28230477073518,0.439357564964535,0.19685113866328,0.0256197230507295,28,1888,5.61122244488978,3.94970816510115,28,35.7142857142857,0.0536738994230216
E16,E,2.10336641197707,1.07860702218819,4.10172581118372,0.743539114533331,0.340749336820378,0.0291043216099064,9,487,1.80360721442886,1.01880713792598,9,11.1111111111111,0.0606995536278679
H66,H,1.69252022149997,1.05218204239484,2.7225561592614,0.52621867344339,0.242526801018734,0.0300269942334396,18,991,3.60721442885772,2.07317838538943,18,22.2222222222222,0.0623430418389352
R05,R,1.7720303164391,1.05417502463905,2.97871925343179,0.572125960636485,0.264983401413792,0.0308423222477897,15,867,3.0060120240481,1.81376958641033,15,0,0.0637499785746724
N87,N,1.65396101486934,1.04607457177343,2.61509753943253,0.503173026111712,0.233738964634565,0.0313412013613696,20,863,4.00801603206413,1.80540156063681,20,50,0.064493227690285
D70,D,1.80134684327148,1.05263869982516,3.08258707408639,0.588534631367381,0.274099271514701,0.031780650610447,14,785,2.80561122244489,1.64222505805318,14,7.14285714285714,0.064992239352136
L98,L,1.33478792031675,1.02535806424075,1.73759670339434,0.288772418046486,0.13455639565887,0.0318644456434878,65,5037,13.0260521042084,10.5374364553043,65,7.69230769230769,0.064992239352136
H43,H,1.65664755994904,1.04000519569528,2.63891098741129,0.504796018143963,0.237535872011385,0.0335752716115917,19,1196,3.80761523046092,2.5020397062823,19,21.0526315789474,0.0681813629656446
K83,K,1.91947835621146,1.04825641893705,3.51478616625148,0.652053459652221,0.308635320981151,0.0346265595795936,11,602,2.20440881763527,1.25938787891467,11,0,0.0700091575779555
R21,R,2.04568380396764,1.04979979405613,3.98630505503009,0.715732112071028,0.34037379510682,0.0354847730320566,9,449,1.80360721442886,0.939310893077551,9,22.2222222222222,0.0714323909297487
N43,N,2.60983564028025,1.06119624660288,6.4184566154293,0.959287246279014,0.459127775479805,0.0366745381164294,5,304,1.00200400801603,0.635969958787473,5,25,0.0735078404671291
K75,K,2.23492288833325,1.04986750238949,4.75762922980997,0.80420672560601,0.385480998775238,0.0369566897286546,7,325,1.40280561122245,0.67990209409845,7,42.8571428571429,0.0737540833808927
K44,K,1.30574688352675,1.01433384854391,1.68088142408669,0.266775201600998,0.128848526236817,0.0384096642754052,73,5953,14.6292585170341,12.4537143574402,73,15.0684931506849,0.0763247835172215
L53,L,2.53994711949346,1.03904230031409,6.20892081859708,0.932143261716662,0.456042774440161,0.0409553168369804,5,199,1.00200400801603,0.416309282232589,5,20,0.0806559213743721
E05,E,1.6657117417804,1.02016557152977,2.71975028773469,0.510252504632834,0.250146717082016,0.0413689627942978,17,890,3.40681362725451,1.86188573460806,17,35.2941176470588,0.0806559213743721
Z71,Z,2.08599333980434,1.0287871573518,4.22960977167416,0.73524516376636,0.360645190039285,0.0414805828544537,8,408,1.60320641282565,0.853538628898977,8,12.5,0.0806559213743721
I42,I,2.08677186148606,1.02857502981781,4.23364040118814,0.735618308025956,0.360940780537564,0.0415441154210894,8,455,1.60320641282565,0.95186293173783,8,25,0.0806559213743721
K31,K,1.47461563836773,1.01493331581713,2.1424967010448,0.38839737167636,0.190599214307753,0.0415729342773952,30,2133,6.01202404809619,4.46224974372921,30,6.66666666666667,0.0806559213743721
T78,T,2.533246103195,1.03583097141281,6.19535039640668,0.929501525082006,0.456274259981062,0.0416344820917385,5,185,1.00200400801603,0.387021192025272,5,20,0.0806559213743721
Z04,Z,2.18914485633933,1.02838015203148,4.66010083194434,0.783510991015204,0.385472497267629,0.0420930582561889,7,317,1.40280561122245,0.663166042551411,7,14.2857142857143,0.0812045248858978
D69,D,1.87012550679024,1.02196729704978,3.42219307921464,0.62600554454493,0.308304108289906,0.0423077000553132,11,632,2.20440881763527,1.32214807221606,11,18.1818181818182,0.0812799382805394
K86,K,2.1752154617059,1.02139873074275,4.63243409496277,0.777127722487533,0.385691188735274,0.0439155230098279,7,363,1.40280561122245,0.759398338946884,7,14.2857142857143,0.0840201948493814
I70,I,2.16393247046013,1.01465738254036,4.61496049532307,0.771927154610136,0.386416404718386,0.0457539379890838,7,421,1.40280561122245,0.880734712662915,7,0,0.0871772563331103
K91,K,2.15364306326073,1.01203544203788,4.58301977506973,0.767160856210371,0.38530472662336,0.0464754247442454,7,356,1.40280561122245,0.744754293843225,7,14.2857142857143,0.0881890231827279
I89,I,2.15358695460845,1.01100803049657,4.58743811241709,0.767134802968708,0.385809652979436,0.046770078569666,7,318,1.40280561122245,0.665258048994791,7,28.5714285714286,0.088385903582675
I63,I,1.725839649927,1.00630097551683,2.95987241364878,0.545713685638094,0.27522065217952,0.0473872663158274,14,997,2.80561122244489,2.08573042404971,14,14.2857142857143,0.0891882288789759
M23,M,0.573620077403158,0.329965765020407,0.997194339781447,-0.555787987863067,0.282131828776815,0.0488431295516449,13,2255,2.60521042084168,4.71747452982155,13,23.0769230769231,0.091494240500144
A04,A,1.71459298856987,1.00233758878421,2.93297303158993,0.539175728002944,0.273898401596465,0.0490077141339865,14,850,2.80561122244489,1.77820547687287,14,28.5714285714286,0.091494240500144
K29,K,1.27965375056394,1.00068753922122,1.63638863996122,0.246589533965885,0.125460321934427,0.0493589106408213,77,6357,15.4308617234469,13.2988849605657,77,20.7792207792208,0.0917381057878561
R49,R,2.44894713864342,1.00180803593731,5.98651824773855,0.895658192863011,0.456046831354692,0.0495346143562938,5,213,1.00200400801603,0.445597372439907,5,20,0.0917381057878561
J38,J,2.02478391778465,0.998651331483362,4.10528658448765,0.70546298759804,0.360618656319689,0.0504348160819593,8,409,1.60320641282565,0.855630635342357,8,25,0.0930331467966021
J02,J,1.39403772848546,0.998329665533844,1.94659264923447,0.332204376882741,0.170344953016776,0.0511539298147257,38,2495,7.61523046092184,5.21955607623272,38,39.4736842105263,0.0939851964453095
R22,R,2.01740945959992,0.995030090224049,4.09026919654946,0.701814242633218,0.360610481368786,0.0516326766066313,8,397,1.60320641282565,0.830526558021799,8,25,0.0944898390073924
K61,K,2.09234115729121,0.983234261656644,4.45254166704735,0.738283610006103,0.385301777681553,0.0553500980076598,7,365,1.40280561122245,0.763582351833644,7,57.1428571428571,0.100894076289553
H90,H,1.68970598534378,0.987456771740042,2.89137347438055,0.524554540630536,0.274069948596271,0.0556273082657815,14,911,2.80561122244489,1.90581786991904,14,0,0.101001740106105
K08,K,1.83692218825764,0.975588206820298,3.45871660002012,0.608091447283404,0.322860279656589,0.0596393034384275,10,533,2.00400801603206,1.11503943432146,10,40,0.107863271453093
K56,K,1.61752874855979,0.977348801892092,2.67703735590836,0.480899520687703,0.257046529666078,0.0613637063664278,16,1065,3.2064128256513,2.22798686219954,16,6.25,0.110550179173759
M47,M,1.34104641943048,0.984959826028038,1.82586685420419,0.293450219233981,0.157451348792923,0.0623565811864759,46,3602,9.21843687374749,7.5354072090542,46,23.9130434782609,0.111903477090459
K62,K,1.2965442453404,0.985527055555561,1.70571367944606,0.259702452171242,0.139939362910308,0.0634790316903422,59,4792,11.8236472945892,10.0248948766762,59,25.4237288135593,0.113477960125979
Z01,Z,1.95124540898276,0.962229192227396,3.95681057780311,0.668467839985166,0.36069920975456,0.0638457280139561,8,374,1.60320641282565,0.782410409824062,8,25,0.113694507963314
N99,N,2.32104173639136,0.949496911789469,5.67377805570488,0.842016109203595,0.456040362448178,0.064839497527441,5,205,1.00200400801603,0.428861320892868,5,0,0.11502179063297
I25,I,1.32211932707763,0.98096299305308,1.78192197606952,0.279235999895891,0.152273746796627,0.0666871955470401,53,5445,10.6212424849699,11.3909750842033,53,15.0943396226415,0.117847982970533
H25,H,1.36303682404456,0.978105657004369,1.89945674109641,0.309715169256681,0.169312627700218,0.0673621253907873,41,3521,8.21643286573146,7.36595468714044,41,14.6341463414634,0.118588076258306
I35,I,1.70280334154821,0.950542525898713,3.05040452266594,0.532275917354366,0.297448109618674,0.0735383710620752,12,922,2.40480961923848,1.92882994079622,12,16.6666666666667,0.12851367021821
K10,K,2.25709088884532,0.923991882362968,5.51353250796993,0.814076766783265,0.455677938512128,0.0740154511856265,5,213,1.00200400801603,0.445597372439907,5,20,0.12851367021821
S01,S,1.73416435261912,0.94777888941675,3.17302488531431,0.550525656230755,0.308244744476626,0.0740989731235006,11,725,2.20440881763527,1.51670467145039,11,18.1818181818182,0.12851367021821
M41,M,1.83888333926568,0.942355356488992,3.5883405470603,0.609158506560314,0.341087421384632,0.0741104750502423,9,450,1.80360721442886,0.941402899520931,9,22.2222222222222,0.12851367021821
E14,E,1.40098517706982,0.962904249839832,2.03837449746,0.337175687048951,0.191314789903469,0.0779995312284879,30,2582,6.01202404809619,5.40156063680676,30,36.6666666666667,0.134752921488022
I50,I,1.44741648427487,0.957590760805473,2.18779729786491,0.369780232271914,0.210772961907399,0.0793618711917071,25,2296,5.01002004008016,4.80324679400013,25,8,0.136596826623645
F43,F,1.44590052587676,0.955328303686143,2.18838730378235,0.368732328753902,0.21144518001966,0.0811822370947905,24,1459,4.80961923847695,3.0522374008912,24,29.1666666666667,0.139212502869956
N41,N,2.06754973554882,0.906970213661874,4.71323296462926,0.726364203514554,0.420413200727508,0.0840350620081769,6,474,1.20240480961924,0.991611054162047,6,0,0.143572818117291
B97,B,1.7919901065959,0.920541089515825,3.48841412807177,0.583326793664674,0.339857364649315,0.0860912175777983,9,504,1.80360721442886,1.05437124746344,9,0,0.146544976979855
S52,S,1.50057847153953,0.943363469107775,2.38692277471543,0.405850681458224,0.236813424964697,0.0865655923915363,19,1125,3.80761523046092,2.35350724880233,19,10.5263157894737,0.146812707975389
M65,M,1.37994055401979,0.950655919836175,2.00307586887652,0.32204042144403,0.190124240889867,0.0902953137143886,30,2097,6.01202404809619,4.38693751176754,30,20,0.152579307480883
H92,H,1.41908371174862,0.945677211749737,2.12947774983836,0.350011389918213,0.207074169321606,0.0909761882534554,25,1624,5.01002004008016,3.39741846404887,25,12,0.153170818768545
I51,I,1.3805898609912,0.947906627870525,2.01077649235728,0.322510843345455,0.191841897311667,0.0927379958781984,30,2639,6.01202404809619,5.52080500407941,30,26.6666666666667,0.155571348157992
S22,S,1.83131803028101,0.90372800483522,3.71099015421548,0.605035942734715,0.360338156227083,0.0931368042457805,8,507,1.60320641282565,1.06064726679358,8,0,0.155676319010095
N50,N,1.63112963163951,0.920569089792674,2.8901512170169,0.48927280033307,0.291855114617198,0.0936552505417212,13,1224,2.60521042084168,2.56061588669693,13,23.0769230769231,0.155979787772723
K81,K,1.65377422021546,0.904256892617729,3.02454887961297,0.503060081972714,0.30801115698089,0.102415841090948,11,675,2.20440881763527,1.4121043492814,11,9.09090909090909,0.169958904749495
J90,J,1.43136926190195,0.927220185544888,2.20963477268748,0.358631511941965,0.221528433011821,0.105469624329378,22,1846,4.40881763527054,3.8618438944792,22,4.54545454545455,0.174401557373221
I44,I,1.51692408214135,0.912814966756947,2.52083801732084,0.416684654381979,0.259136091028516,0.107840402003065,16,1395,3.2064128256513,2.91834898851488,16,12.5,0.177687210417862
I08,I,1.58205175869483,0.903671044090814,2.76968901853833,0.458722586063631,0.285720642937466,0.108385280209331,13,1029,2.60521042084168,2.15267463023786,13,7.69230769230769,0.177951718925248
Z98,Z,1.57194070248726,0.901437412690781,2.74117485845217,0.452310972231473,0.283712059553791,0.110877667471535,13,861,2.60521042084168,1.80121754775005,13,23.0769230769231,0.181400565509967
K26,K,1.58226262756272,0.885929892941978,2.82590647694248,0.458855865404727,0.295904757406902,0.120976545423628,12,942,2.40480961923848,1.97067006966381,12,50,0.197225846940632
J03,J,0.688971230979307,0.428974958359012,1.10654794147652,-0.372555763587246,0.241735188925565,0.123274669503746,18,2209,3.60721442885772,4.62124223342608,18,61.1111111111111,0.199179585637556
J01,J,1.30912251366225,0.929333019079325,1.84412015993491,0.269357075873044,0.174818984588199,0.123371061699587,36,2448,7.21442885771543,5.12123177339386,36,41.6666666666667,0.199179585637556
N18,N,1.31514081514825,0.928092517757898,1.86360231396671,0.273943743659599,0.177840611716854,0.123465531485915,36,3265,7.21442885771543,6.8304010376352,36,22.2222222222222,0.199179585637556
G44,G,1.60282955043165,0.876276161103747,2.93179557058925,0.471770536365356,0.308083939638347,0.125693982953769,11,606,2.20440881763527,1.26775590468819,11,18.1818181818182,0.202070535095816
T81,T,1.32309980832923,0.921512473626693,1.89969550375291,0.279977323201303,0.184549127012866,0.129244389312331,32,2542,6.41282565130261,5.31788037907157,32,12.5,0.20705935035159
Z48,Z,1.97230887741344,0.809212234771651,4.80714717446353,0.6792048754634,0.454540270243347,0.135105645910829,5,263,1.00200400801603,0.5501976946089,5,0,0.215703151919702
H34,H,1.95871397779697,0.802906664861344,4.77833926995706,0.672288124115397,0.455002514773338,0.139528761238527,5,315,1.00200400801603,0.658982029664651,5,0,0.2217770326047
K21,K,1.18802001138914,0.945112098201769,1.49335888319117,0.172288065402239,0.116703980352032,0.139868020562792,92,7952,18.436873747495,16.6356352377565,92,17.3913043478261,0.2217770326047
K51,K,1.5987712056679,0.849864587589832,3.00761957304478,0.469235337727817,0.322404892160417,0.145552328115812,10,634,2.00400801603206,1.32633208510282,10,30,0.230002484360482
N85,N,1.45345967439789,0.875881552506918,2.41190720258278,0.373946696839626,0.258403626561638,0.14785720472496,16,831,3.2064128256513,1.73845735444865,16,31.25,0.232849951658695
L73,L,1.74241107275081,0.819964248480803,3.70259599984951,0.555269828060901,0.38457365670861,0.148778866502851,7,396,1.40280561122245,0.828434551578419,7,28.5714285714286,0.233507170138374
N94,N,1.37906169189536,0.889917368584445,2.13706487499894,0.321403334500402,0.223484693547853,0.150392993096819,22,1126,4.40881763527054,2.35559925524571,22,50,0.235243093931848
K58,K,1.24165636787982,0.923648097435602,1.66915358801353,0.216446268804037,0.150954283477688,0.151614185290366,50,3509,10.0200400801603,7.34085060981988,50,52,0.236103922030592
L29,L,1.40164667790985,0.882541459884827,2.22608625089648,0.337647743948709,0.236019007748703,0.152546161453316,19,1297,3.80761523046092,2.71333235706366,19,15.7894736842105,0.236103922030592
M72,M,0.701399315895468,0.431304975993911,1.14063372258793,-0.354677916618041,0.248092817131578,0.152826733288664,17,2546,3.40681362725451,5.32624840484509,17,11.7647058823529,0.236103922030592
