protein,logFC,AveExpr,t,P.Value,fdr,B,sig_tier,bonferroni_sig,bonferroni_threshold
pcdh12,0.00301544265036438,-0.000658066166059366,0.272127792073906,0.785534587839568,0.93214555224274,-6.43758111392363,NS,FALSE,1.71762281003092e-05
itga5,-0.00314522419596557,-0.0199795368055167,-0.271437476734609,0.786065379292684,0.93214555224274,-6.43776438190892,NS,FALSE,1.71762281003092e-05
cdhr1,-0.00603962853672402,0.0220744633717962,-0.271386974795019,0.786104214726608,0.93214555224274,-6.43777777111606,NS,FALSE,1.71762281003092e-05
ehd3,0.00808502116241311,-0.12114478359249,0.27121727501295,0.786234715884709,0.93214555224274,-6.43782274411878,NS,FALSE,1.71762281003092e-05
ncf2,-0.0105554938336627,0.0487442960589514,-0.271106940506847,0.786319567659952,0.93214555224274,-6.43785196933695,NS,FALSE,1.71762281003092e-05
armcx2,0.0078862772411952,0.112420013765732,0.270968044001859,0.786426388396912,0.93214555224274,-6.4378887431021,NS,FALSE,1.71762281003092e-05
il20ra,-0.00621574698148002,0.0497813468059999,-0.270967971268196,0.786426444335035,0.93214555224274,-6.43788876235406,NS,FALSE,1.71762281003092e-05
mnda,0.0125418371354435,0.0710269250798351,0.270688749528135,0.786641196767672,0.93214555224274,-6.43796263111118,NS,FALSE,1.71762281003092e-05
ace2,0.00635120931937108,-0.0194284546520312,0.270537073454527,0.786757859267137,0.93214555224274,-6.43800272544674,NS,FALSE,1.71762281003092e-05
akt2,0.00607820767604034,-0.0867796092993373,0.270523901181662,0.78676799102041,0.93214555224274,-6.43800620636922,NS,FALSE,1.71762281003092e-05
mcemp1,0.00902600925162549,0.0486147919317642,0.269757993287222,0.787357168536441,0.932464083649137,-6.43820831479494,NS,FALSE,1.71762281003092e-05
cdan1,-0.00273140522455534,-0.00121648776538925,-0.268222194959719,0.78853895370453,0.933206223157638,-6.43861185609118,NS,FALSE,1.71762281003092e-05
hpcal1,-0.00408853496882848,-0.106894306414433,-0.268110427035864,0.788624977316314,0.933206223157638,-6.43864113392593,NS,FALSE,1.71762281003092e-05
apoh,0.00484648295472123,0.00121606020279903,0.267635663604117,0.788990413787071,0.933254213204675,-6.4387653631677,NS,FALSE,1.71762281003092e-05
eif2ak3,-0.006643594905858,0.0819223144479892,-0.266885824894455,0.789567676681292,0.933254213204675,-6.43896112166222,NS,FALSE,1.71762281003092e-05
enpp2,0.0038461131378961,0.0805932833535183,0.266349766349933,0.789980431891237,0.933254213204675,-6.43910073244834,NS,FALSE,1.71762281003092e-05
kif22,-0.0122034271583495,-0.169023136188513,-0.266306537239127,0.790013720080656,0.933254213204675,-6.4391119787835,NS,FALSE,1.71762281003092e-05
anxa11,0.00541205689218018,-0.142247126597357,0.265845577288223,0.790368701983114,0.933254213204675,-6.43923178700814,NS,FALSE,1.71762281003092e-05
gas6,-0.00342697364809091,0.020116223713073,-0.265373159266185,0.79073255280934,0.933254213204675,-6.43935435794557,NS,FALSE,1.71762281003092e-05
slmap,0.00653658271815572,0.0162310453973821,0.265143172422535,0.790909702499462,0.933254213204675,-6.43941395014703,NS,FALSE,1.71762281003092e-05
traf3ip2,0.00590669827255283,0.0822708862365235,0.263282096918548,0.792343611427868,0.934567363398106,-6.43989427526844,NS,FALSE,1.71762281003092e-05
nedd9,-0.0037306930079922,0.0103856279694937,-0.262428731622947,0.793001341900012,0.934964320077333,-6.44011338904851,NS,FALSE,1.71762281003092e-05
mfge8,-0.00559875889981268,-0.0100586830147534,-0.261553839514836,0.793675817100179,0.935380689707944,-6.44033729166623,NS,FALSE,1.71762281003092e-05
rgs10,0.00371625999146167,0.0283823854513013,0.260449615285163,0.794527310237988,0.93543893118392,-6.44061881767547,NS,FALSE,1.71762281003092e-05
npdc1,-0.00349863441490955,-0.0189345079629234,-0.260422462285146,0.794548251641446,0.93543893118392,-6.44062572542855,NS,FALSE,1.71762281003092e-05
ly96,-0.00475346921612757,-0.0161020082237879,-0.260239615070064,0.794689274070022,0.93543893118392,-6.44067222320666,NS,FALSE,1.71762281003092e-05
efnb2,0.0072702230655142,0.0264770330674211,0.259408404485216,0.795330436657179,0.93548035204533,-6.4408831871668,NS,FALSE,1.71762281003092e-05
trim40,-0.00715048716381975,-0.00490684934785694,-0.259360770826095,0.795367183549362,0.93548035204533,-6.44089525629959,NS,FALSE,1.71762281003092e-05
fhit,0.00594403865528012,-0.0442050715478609,0.258631887568683,0.795929535684556,0.935592904457148,-6.44107965996151,NS,FALSE,1.71762281003092e-05
f12,0.00502646917246142,-0.056937820669192,0.258403613872375,0.796105676516783,0.935592904457148,-6.44113730530352,NS,FALSE,1.71762281003092e-05
cd274,0.00404209461267119,-0.0189146182521339,0.257787155950917,0.796581400443376,0.935646843986001,-6.44129272343278,NS,FALSE,1.71762281003092e-05
fgf6,-0.00442531148002094,0.0428864588170475,-0.25751116384864,0.796794409564169,0.935646843986001,-6.44136218481201,NS,FALSE,1.71762281003092e-05
rab11fip3,-0.00518321323001231,-0.0743789399269772,-0.256811361347497,0.797334580956751,0.935903614985928,-6.4415379768018,NS,FALSE,1.71762281003092e-05
gopc,0.00519764860413932,-0.100686651977726,0.255139067031257,0.798625803040654,0.937041399698244,-6.44195612354798,NS,FALSE,1.71762281003092e-05
dag1,0.00299876018228973,-0.0346877792960134,0.254218403125846,0.799336907120219,0.93725823260126,-6.4421851638719,NS,FALSE,1.71762281003092e-05
mpig6b,-0.00543628641099769,-0.169782596520696,-0.254066113663131,0.799454548797296,0.93725823260126,-6.44222297023649,NS,FALSE,1.71762281003092e-05
dnajb2,-0.00488985161643085,-0.0112497615132215,-0.252240376228539,0.800865261523301,0.937899618922102,-6.44267445181494,NS,FALSE,1.71762281003092e-05
nos2,0.00437384867474844,0.00285193818553191,0.252218524219638,0.800882150101409,0.937899618922102,-6.44267983581946,NS,FALSE,1.71762281003092e-05
tnfsf11,0.00830614387743156,0.00720078097690905,0.251831846025512,0.801181014213554,0.937899618922102,-6.44277503032659,NS,FALSE,1.71762281003092e-05
apobr,0.00477127483925477,-0.0588135534273885,0.251466746174864,0.801463227112933,0.937899618922102,-6.44286477850778,NS,FALSE,1.71762281003092e-05
gata3,-0.00282408161365377,-0.0125124585008906,-0.251273527375015,0.801612590820402,0.937899618922102,-6.44291222251413,NS,FALSE,1.71762281003092e-05
cd300e,-0.00482069975560478,0.00552929254826591,-0.250302874458471,0.802363043167711,0.938400489618805,-6.44315001021175,NS,FALSE,1.71762281003092e-05
acvrl1,-0.00298739770984491,-0.021831043380755,-0.24851222630518,0.803747946197122,0.939463766796388,-6.44358626301738,NS,FALSE,1.71762281003092e-05
sh3glb2,-0.00646234282617031,-0.0415929337229266,-0.247562469217748,0.804482747170081,0.939463766796388,-6.44381637967546,NS,FALSE,1.71762281003092e-05
rangap1,-0.0062576523857035,0.0632580027753904,-0.247535923292393,0.804503287509027,0.939463766796388,-6.44382279882998,NS,FALSE,1.71762281003092e-05
kif20b,0.00863931152246814,0.0503075585127485,0.247458629795793,0.804563095370455,0.939463766796388,-6.44384148549635,NS,FALSE,1.71762281003092e-05
cetn2,-0.00514072800115327,0.0333085229950803,-0.24647022907986,0.805327996983209,0.939979871378558,-6.44407992924377,NS,FALSE,1.71762281003092e-05
lypla2,-0.0122352066323672,0.299011155761293,-0.245642721408694,0.80596853038271,0.940350457693013,-6.4442788249218,NS,FALSE,1.71762281003092e-05
cpped1,-0.00727718913916298,-0.0428113224608153,-0.244147587089194,0.807126171024253,0.941323831671314,-6.4446364920029,NS,FALSE,1.71762281003092e-05
map2k1,-0.00396116519313352,-0.00955203261390435,-0.243430290611726,0.80768170380532,0.941594489298072,-6.44480730908925,NS,FALSE,1.71762281003092e-05
mydgf,0.00427040677948684,-0.0484055351633824,0.242820241328693,0.808154251991642,0.941768225599547,-6.44495219083051,NS,FALSE,1.71762281003092e-05
ndufs6,0.00973290619118932,0.0437522759443185,0.242001538671712,0.808788534458655,0.941807926860058,-6.44514605475423,NS,FALSE,1.71762281003092e-05
tnc,-0.00596072843217144,0.0108799809189141,-0.241780025321765,0.808960171543379,0.941807926860058,-6.44519839526026,NS,FALSE,1.71762281003092e-05
nfkb1,0.00433810756354437,-0.0158774349964726,0.240754894439435,0.809754602086443,0.941807926860058,-6.44543999518103,NS,FALSE,1.71762281003092e-05
adamts1,-0.00352020939179143,-0.00551028418912352,-0.240627130778379,0.809853626965615,0.941807926860058,-6.44547003421528,NS,FALSE,1.71762281003092e-05
clec12a,-0.00228004663023575,-0.000764265674778508,-0.240368101227426,0.810054400514849,0.941807926860058,-6.4455308867736,NS,FALSE,1.71762281003092e-05
impact,-0.00416746117714349,-0.0351804936318442,-0.240271182237026,0.810129525543657,0.941807926860058,-6.44555363863352,NS,FALSE,1.71762281003092e-05
nbl1,0.0028329765353251,-0.0223771151082702,0.238796704063548,0.811272656445572,0.942760360444335,-6.44589864269096,NS,FALSE,1.71762281003092e-05
npr1,-0.00423160172341255,0.0586498942301883,-0.236855784127159,0.812778022985159,0.943418205897136,-6.44634954894446,NS,FALSE,1.71762281003092e-05
nedd4l,-0.00445697947964274,-0.0489217434978421,-0.235679945063098,0.813690334222369,0.943418205897136,-6.44662092496227,NS,FALSE,1.71762281003092e-05
tax1bp1,-0.00453850988764754,0.0544614729023303,-0.235159175562506,0.814094470283346,0.943418205897136,-6.44674068365339,NS,FALSE,1.71762281003092e-05
per3,0.0104940193888532,0.0252907330866586,0.235093736021688,0.814145257248864,0.943418205897136,-6.44675571371323,NS,FALSE,1.71762281003092e-05
ncr1,-0.00425955031424137,-0.0105665040488507,-0.234961673429253,0.814247752070334,0.943418205897136,-6.44678603292157,NS,FALSE,1.71762281003092e-05
ebag9,-0.00436222334177629,-0.0487895323543078,-0.234093487160716,0.814921637409764,0.943418205897136,-6.44698492882084,NS,FALSE,1.71762281003092e-05
pdlim7,0.00642388509003117,-0.0272648389564054,0.233841045556707,0.815117608067788,0.943418205897136,-6.44704262340504,NS,FALSE,1.71762281003092e-05
esr1,0.006172937952307,0.0949497785305876,0.233801832445505,0.815148050281998,0.943418205897136,-6.44705157982872,NS,FALSE,1.71762281003092e-05
serpinc1,0.00159917261475986,0.00744743255693016,0.233201548451933,0.815614102036203,0.943418205897136,-6.44718849949432,NS,FALSE,1.71762281003092e-05
ccne1,-0.00975656965210553,0.239813858851907,-0.232842295166371,0.815893052281701,0.943418205897136,-6.44727027374662,NS,FALSE,1.71762281003092e-05
mad1l1,-0.00421176447239721,-0.021133657714254,-0.232686958872963,0.816013673849124,0.943418205897136,-6.44730559279429,NS,FALSE,1.71762281003092e-05
rabep1,0.0039557327817567,-0.0047782586026421,0.23237417841211,0.816256567015634,0.943418205897136,-6.44737663864875,NS,FALSE,1.71762281003092e-05
tpr,0.00397288906840693,0.0111318754967749,0.232303191124782,0.816311695447218,0.943418205897136,-6.4473927496005,NS,FALSE,1.71762281003092e-05
pdcd6,-0.00815256579840059,-0.194226732032481,-0.231471107289878,0.816957956010761,0.943418205897136,-6.44758122855562,NS,FALSE,1.71762281003092e-05
mapt,0.00634956679768092,-0.0508192296780426,0.230795819997004,0.817482527815225,0.943418205897136,-6.44773369368738,NS,FALSE,1.71762281003092e-05
adipoq,-0.00727518845270891,0.0887376457619829,-0.230659174547322,0.8175886857034,0.943418205897136,-6.44776449106069,NS,FALSE,1.71762281003092e-05
itih5,-0.00499362431039352,0.0286706625270216,-0.230224374513234,0.817926497865118,0.943418205897136,-6.44786236564658,NS,FALSE,1.71762281003092e-05
rnase1,-0.00256606560345077,-0.00612144121195244,-0.229978351309987,0.81811765734119,0.943418205897136,-6.44791766428349,NS,FALSE,1.71762281003092e-05
amotl2,0.00445925631836078,0.0778069351880132,0.229967778949157,0.818125872284306,0.943418205897136,-6.44792003930831,NS,FALSE,1.71762281003092e-05
prok1,0.00845502338751247,-0.191533101206166,0.229304783182055,0.818641073583938,0.943418205897136,-6.44806875967561,NS,FALSE,1.71762281003092e-05
cox6b1,0.00263961639341362,0.00236557492018781,0.228947856735095,0.818918466738519,0.943418205897136,-6.44814864608769,NS,FALSE,1.71762281003092e-05
cd2,0.00359795806463292,0.0267877838610341,0.228883258965365,0.818968672724859,0.943418205897136,-6.44816309090504,NS,FALSE,1.71762281003092e-05
tpbgl,0.0039781878414612,0.0367968068889411,0.227961031042496,0.819685517694729,0.943870467566992,-6.44836886737303,NS,FALSE,1.71762281003092e-05
colec12,0.00269938494494132,-0.0247594290343007,0.227031527854382,0.820408170240343,0.944329056373918,-6.44857542653113,NS,FALSE,1.71762281003092e-05
dand5,0.00579095614113454,-0.0381681603933675,0.225292782358503,0.821760386281396,0.945148001412805,-6.44895955392167,NS,FALSE,1.71762281003092e-05
ptprb,0.00297759067128982,-0.0214755810845592,0.225281694220328,0.821769011190591,0.945148001412805,-6.44896199406084,NS,FALSE,1.71762281003092e-05
kiaa1549l,0.00271929151555736,-0.00244167943440323,0.224664158747261,0.822249395199554,0.945220867269248,-6.44909770396297,NS,FALSE,1.71762281003092e-05
acp1,-0.00462183955691034,0.0321232895741557,-0.223995757530167,0.8227694230532,0.945220867269248,-6.4492441723513,NS,FALSE,1.71762281003092e-05
mmp3,0.00553066278874004,-0.114213295936301,0.223863713336286,0.822872164967894,0.945220867269248,-6.44927305589535,NS,FALSE,1.71762281003092e-05
islr2,-0.00426379836253904,0.00532482413606834,-0.223264289679814,0.823338607091191,0.945220867269248,-6.44940396057679,NS,FALSE,1.71762281003092e-05
baiap2,-0.00623319268118883,-0.0159147115862313,-0.223113571905996,0.823455898108833,0.945220867269248,-6.44943681974443,NS,FALSE,1.71762281003092e-05
tsc1,0.00747731110498784,0.143554756772809,0.222551653213438,0.823893227106276,0.94535009227685,-6.44955913248086,NS,FALSE,1.71762281003092e-05
bcl7b,0.00460749540638059,0.0427483137872437,0.221166365540624,0.824971599518733,0.946139357704785,-6.44985935034305,NS,FALSE,1.71762281003092e-05
nub1,0.00394712478028912,6.89791378707069e-05,0.220833029314938,0.825231133360512,0.946139357704785,-6.44993131076797,NS,FALSE,1.71762281003092e-05
ube2b,0.00244918535246579,-0.00875216855066837,0.220043503466985,0.825845930237511,0.946399805758203,-6.45010132014711,NS,FALSE,1.71762281003092e-05
c1r,-0.00188905545990558,0.00196642740590408,-0.21965182938261,0.826150963093269,0.946399805758203,-6.45018543375491,NS,FALSE,1.71762281003092e-05
ist1,0.00400293251741946,-0.0634048795060464,0.219288900029525,0.826433633197304,0.946399805758203,-6.4502632405561,NS,FALSE,1.71762281003092e-05
gnpda1,0.00312578474099706,0.0209866415021055,0.218311604693851,0.827194918388432,0.946592621918509,-6.4504721188202,NS,FALSE,1.71762281003092e-05
epn1,-0.0039647208316333,0.0474283818763307,-0.217946479283489,0.827479382395104,0.946592621918509,-6.45054991802895,NS,FALSE,1.71762281003092e-05
krt19,0.00740556518397334,0.0298907526584137,0.21782049357771,0.82757754132003,0.946592621918509,-6.45057673225201,NS,FALSE,1.71762281003092e-05
larp1,-0.00547649706929476,0.0533378631268727,-0.217010792706753,0.828208465752681,0.946942201023588,-6.45074869526749,NS,FALSE,1.71762281003092e-05
gpc5,0.00593956486228738,0.000288758153503657,0.21658401160472,0.828541061147519,0.946950541421448,-6.45083907664055,NS,FALSE,1.71762281003092e-05
hdac8,-0.00605971195106492,0.112813558410675,-0.216120028342659,0.828902683497031,0.946992037543115,-6.45093713462552,NS,FALSE,1.71762281003092e-05
tbcb,0.00377153348629455,-0.129911895968795,0.215386779434057,0.829474241813134,0.947043762479523,-6.45109167031657,NS,FALSE,1.71762281003092e-05
pfdn2,0.00566544360159253,-0.00222573082901373,0.214961570319275,0.829805728358517,0.947043762479523,-6.4511810445749,NS,FALSE,1.71762281003092e-05
ca2,0.00722633409003792,-0.0218714336303115,0.214809924137358,0.829923956745195,0.947043762479523,-6.45121287620282,NS,FALSE,1.71762281003092e-05
lmnb2,0.00246984298351424,-0.02053317429043,0.213775510756803,0.830730522301983,0.947099560773232,-6.45142940781695,NS,FALSE,1.71762281003092e-05
terf1,0.00280008384715079,0.00744083668647863,0.21292198928432,0.831396174964949,0.947099560773232,-6.45160728668598,NS,FALSE,1.71762281003092e-05
stx3,-0.00338321233111635,0.0460902485086773,-0.212627394460714,0.831625954567135,0.947099560773232,-6.4516685167776,NS,FALSE,1.71762281003092e-05
prap1,0.00395677336034465,-0.105211495093196,0.212506819528327,0.831720005382826,0.947099560773232,-6.45169355323787,NS,FALSE,1.71762281003092e-05
drg2,0.00276281493195908,0.0116801077729128,0.211997195980122,0.83211754836857,0.947099560773232,-6.45179921580073,NS,FALSE,1.71762281003092e-05
espl1,-0.00532346911473776,0.0955544368844392,-0.211670078182576,0.832372746399124,0.947099560773232,-6.4518669049352,NS,FALSE,1.71762281003092e-05
pxn,0.00488596459692836,-0.0203133428797879,0.210809146362028,0.833044479077825,0.947099560773232,-6.45204455444069,NS,FALSE,1.71762281003092e-05
tspyl1,0.00291084583041548,0.0205352269454257,0.210407971551219,0.833357533036726,0.947099560773232,-6.4521270878109,NS,FALSE,1.71762281003092e-05
nucb2,0.00260558391796424,-0.0204901953180787,0.209962810584861,0.833704942219362,0.947099560773232,-6.45221848640713,NS,FALSE,1.71762281003092e-05
icam3,-0.0026912902143347,0.00220480325065421,-0.209160558660401,0.834331111613189,0.947099560773232,-6.45238271266325,NS,FALSE,1.71762281003092e-05
eda2r,0.00360734398819873,-0.0687840040882328,0.208884427569091,0.834546660312358,0.947099560773232,-6.45243909308196,NS,FALSE,1.71762281003092e-05
sh2d1a,-0.00497502841764008,0.0210468788926231,-0.208674091709564,0.83471085741496,0.947099560773232,-6.45248198946178,NS,FALSE,1.71762281003092e-05
pinlyp,-0.00637779984774556,-0.0498375900045446,-0.208650225401939,0.834729488923523,0.947099560773232,-6.45248685408201,NS,FALSE,1.71762281003092e-05
rad23b,-0.00328017982290843,0.00215085169851653,-0.208557228507602,0.83480208890784,0.947099560773232,-6.45250580413759,NS,FALSE,1.71762281003092e-05
mtss1,-0.00709125247179211,-0.0338299475031405,-0.208491843473173,0.834853133955381,0.947099560773232,-6.45251912264283,NS,FALSE,1.71762281003092e-05
clec4c,-0.00503562590718631,0.0171550698679486,-0.207408261792766,0.835699169975066,0.947598565785339,-6.45273923310751,NS,FALSE,1.71762281003092e-05
rnf31,-0.00330496088918662,0.016845463485298,-0.207094676661382,0.835944045667039,0.947598565785339,-6.45280271839658,NS,FALSE,1.71762281003092e-05
bin2,0.00537706198648168,0.000355648916223914,0.206675345872909,0.836271522004314,0.947600778728905,-6.45288746178363,NS,FALSE,1.71762281003092e-05
