protein,metric,metric_type,int_beta,int_se,int_pval,fdr,main_beta_hc,n_total,n_ms
ITGB5,icvf_forceps_minor,icvf,0.00171073703610796,0.00364925742796364,0.639238886707424,0.928468809260598,0.000650409218610343,5257,123
DPP6,icvf_posterior_thalamic_radiation_right,icvf,0.0014912844287368,0.00318252786644948,0.639386053547527,0.928468809260598,0.000433506129236297,5200,121
CHGA,md_anterior_thalamic_radiation_right,md,1.29875826293729e-06,2.77160925530105e-06,0.639386894282235,0.928468809260598,-1.47398199883935e-07,3829,115
IL15,fa_middle_cerebellar_peduncle,fa,0.00128805504668676,0.00274897984143546,0.639405655809817,0.928468809260598,-0.000662273986585528,5197,123
KLK6,icvf_corticospinal_tract_right,icvf,0.00145063771423244,0.00309643404603431,0.639456160691761,0.928468809260598,0.00063338368255259,5249,123
TNXB,icvf_medial_lemniscus_left,icvf,-0.00105749715680703,0.00225800666856747,0.639566649070221,0.928468809260598,-0.00035069797640573,5219,121
RGMA,md_parahippocampal_cingulum_left,md,-3.19218540095261e-06,6.81611358035184e-06,0.639568526197764,0.928468809260598,5.71437668724098e-07,5274,124
ROBO1,icvf_forceps_minor,icvf,0.00179128329252828,0.00382535000919596,0.639613638517313,0.928468809260598,0.00048316253512515,5207,120
OMG,icvf_medial_lemniscus_right,icvf,-0.00113434150851675,0.00242290592970934,0.639679823894691,0.928468809260598,-0.000624827545135046,5200,121
CBLN4,md_anterior_thalamic_radiation_right,md,2.00687399850209e-06,4.28665382880912e-06,0.639683917972168,0.928468809260598,1.2189645237449e-07,5255,124
CHGB,md_corticospinal_tract_right,md,-1.49272359850758e-06,3.18859160603297e-06,0.639700226893373,0.928468809260598,5.61241671583673e-07,5262,124
IL22,md_superior_longitudinal_fasciculus_right,md,-1.18500166458392e-06,2.53126727329421e-06,0.639707277560582,0.928468809260598,1.51816770703365e-07,3811,116
CD160,icvf_anterior_thalamic_radiation_left,icvf,0.00142363845563459,0.00304111755337755,0.639711019040312,0.928468809260598,-0.000828298336465787,5261,125
GSR,md_posterior_thalamic_radiation_left,md,-2.71404989668204e-06,5.7981215828026e-06,0.639746220402371,0.928468809260598,-7.29836927353868e-07,3802,115
CD5L,icvf_superior_longitudinal_fasciculus_right,icvf,0.00180731287213491,0.00386300632931595,0.639917692025345,0.928468809260598,-0.000820300488251387,3807,112
GALNT7,md_middle_cerebellar_peduncle,md,-3.03297598352175e-06,6.4837438308043e-06,0.639960414935979,0.928468809260598,-7.89747161618965e-07,5200,121
TNFRSF6B,icvf_posterior_thalamic_radiation_left,icvf,0.00140625899327681,0.00300648594815032,0.639988974541423,0.928468809260598,-0.00100698287233018,5182,119
SMOC2,md_superior_longitudinal_fasciculus_right,md,-1.69676771977378e-06,3.62801539792268e-06,0.640029542260773,0.928468809260598,1.41614964700924e-07,5221,120
PDIA3,md_medial_lemniscus_left,md,-2.25638654356612e-06,4.82481958148096e-06,0.640053378439039,0.928468809260598,-4.17022209389392e-07,3736,110
FAM3B,fa_middle_cerebellar_peduncle,fa,-0.00128232574322948,0.00274280828894481,0.640145410627299,0.928468809260598,0.000963224869362318,5200,121
HLA_A,icvf_superior_thalamic_radiation_right,icvf,0.00148398331468581,0.00317509969917821,0.640253505628633,0.928468809260598,-0.00121496979606957,3827,115
AMY2B,fa_superior_thalamic_radiation_left,fa,-0.00093903201069383,0.00200943998155765,0.640298702600373,0.928468809260598,0.000435940725543785,4897,113
LTO1,fa_superior_thalamic_radiation_left,fa,-0.000727573348762718,0.00155749593175203,0.640417515706067,0.928468809260598,-0.000301396067030365,5106,120
CHGB,icvf_posterior_thalamic_radiation_left,icvf,-0.00153917956581365,0.00329505341095405,0.640434644675116,0.928468809260598,0.000836088364142036,5262,124
GALNT7,icvf_superior_thalamic_radiation_left,icvf,-0.00135533730298048,0.00290187567013372,0.640479685435705,0.928468809260598,0.00105521872054618,5200,121
ADAM23,icvf_posterior_thalamic_radiation_right,icvf,0.00129688647959876,0.00277673186547234,0.640479897997783,0.928468809260598,0.00048485058051482,5261,125
MERTK,icvf_corticospinal_tract_left,icvf,0.0013063340604806,0.00279716248051005,0.640504102861198,0.928468809260598,-0.000179542835041523,5261,125
ITGB5,fa_posterior_thalamic_radiation_right,fa,-0.00106719241901425,0.0022855305548775,0.640566316823182,0.928468809260598,0.00040446696824479,5257,123
SCN4B,fa_parahippocampal_cingulum_left,fa,0.00146525934612,0.00313825306061003,0.640596667392463,0.928468809260598,0.000429969962158268,3733,110
ITGB1,md_acoustic_radiation_left,md,1.98824430247183e-06,4.25921917785612e-06,0.640655721753501,0.928468809260598,-8.17139711418006e-07,5195,118
PDIA3,fa_uncinate_fasciculus_left,fa,-0.00113205776066365,0.0024252893389119,0.640690093574365,0.928468809260598,-0.000313353244613775,3736,110
DPP6,fa_anterior_thalamic_radiation_right,fa,-0.000863679906807899,0.00185047740628219,0.640710092067296,0.928468809260598,-3.74281859232349e-05,5200,121
DCBLD2,icvf_posterior_thalamic_radiation_right,icvf,-0.00142567378861109,0.00305518577073981,0.640776377565501,0.928468809260598,-0.000686809776975498,5257,123
CST5,fa_cingulate_gyrus_cingulum_right,fa,-0.00157615038881108,0.00337766424965823,0.640777981471437,0.928468809260598,-0.000391502584554712,5111,118
BAG3,icvf_cingulate_gyrus_cingulum_right,icvf,-0.00144063781838634,0.00308982864177846,0.641055003290146,0.92877416884872,0.000651454196800809,5175,119
GLB1,fa_uncinate_fasciculus_left,fa,0.00105052285107256,0.00225462513682494,0.641277160814126,0.928863690569344,-0.000595248185090025,5182,119
CPA2,icvf_anterior_thalamic_radiation_left,icvf,0.0014896072018505,0.00319808818295906,0.641391933825142,0.928863690569344,-0.00016707934751651,5254,124
FAP,fa_parahippocampal_cingulum_right,fa,0.00122137667967394,0.00262297198967911,0.641488113951365,0.928863690569344,0.000796857712642926,5267,123
MYOC,fa_cingulate_gyrus_cingulum_left,fa,-0.00162723281351421,0.0034955492501331,0.641581692669383,0.928863690569344,0.000536306191893778,5219,121
CHGA,fa_posterior_thalamic_radiation_left,fa,-0.000773048410286533,0.00166109182138007,0.641681768222579,0.928863690569344,-0.000542473308665325,3829,115
THY1,fa_posterior_thalamic_radiation_right,fa,-0.000916997335631986,0.00197079482807156,0.641740771844815,0.928863690569344,1.80355877045305e-05,5274,124
SCRG1,fa_cingulate_gyrus_cingulum_left,fa,0.00157921032557343,0.0033940488578824,0.641751655256895,0.928863690569344,-0.000525225807003671,3836,114
CDA,md_superior_thalamic_radiation_right,md,1.44315544425253e-06,3.10234943947145e-06,0.641828022865987,0.928863690569344,-8.31295530187664e-07,3827,114
JCHAIN,icvf_parahippocampal_cingulum_left,icvf,-0.00135897019246889,0.00292225340792061,0.641921326447508,0.928863690569344,-2.95319251655654e-05,5106,120
ACP5,fa_inferior_longitudinal_fasciculus_left,fa,-0.000956062776807153,0.00205605059805502,0.641951177583206,0.928863690569344,-0.000339622737481067,5209,120
CD34,icvf_medial_lemniscus_left,icvf,-0.00101588060444073,0.00218523834807895,0.642034489639153,0.928863690569344,-0.000816204702647301,5226,124
TNFSF13,icvf_corticospinal_tract_left,icvf,-0.00115682211157146,0.00248854048811412,0.642051360816112,0.928863690569344,2.60569378929468e-05,5221,120
CLEC4A,md_anterior_thalamic_radiation_right,md,1.59142947726836e-06,3.42368460409612e-06,0.642073082742619,0.928863690569344,9.24313869996073e-08,5197,123
ARHGAP1,icvf_inferior_longitudinal_fasciculus_left,icvf,-0.00156779759457146,0.00337372940747624,0.642160716940665,0.928863690569344,-0.000634491981234562,5108,117
CHGB,md_superior_longitudinal_fasciculus_left,md,-1.54099741360849e-06,3.3164596332615e-06,0.642200406602035,0.928863690569344,1.6005185611549e-07,5262,124
IL22,fa_uncinate_fasciculus_left,fa,0.000801216480116446,0.00172511896970115,0.64235818546081,0.928863690569344,-0.000744844341171969,3811,116
TPP1,fa_corticospinal_tract_left,fa,0.00144028369724222,0.00310159465465882,0.642403147794175,0.928863690569344,-0.000133584224807143,5167,118
ELOB,md_forceps_minor,md,8.68223969959548e-07,1.86969626800832e-06,0.642412551048744,0.928863690569344,-1.86475933388607e-07,3718,111
MEGF10,fa_anterior_thalamic_radiation_right,fa,0.000956513230808943,0.00206012700217678,0.642453586475836,0.928863690569344,0.000103180972531691,5199,118
MAGEA3,md_superior_longitudinal_fasciculus_left,md,-1.7765814557279e-06,3.82698857922717e-06,0.642513861315268,0.928863690569344,-1.35978467839524e-07,3766,114
TGFA,fa_parahippocampal_cingulum_left,fa,0.00135364961477019,0.00291603107238575,0.642517051164774,0.928863690569344,-0.000398176564870365,5197,123
PI3,fa_inferior_fronto_occipital_fasciculus_left,fa,0.00105031679130598,0.00226298491460277,0.642575081451454,0.928863690569344,-0.00063843528242941,5131,116
VAT1,icvf_forceps_major,icvf,0.00164670393639409,0.00354940392721598,0.642711492338597,0.928909066997909,0.000786033520515192,5200,121
THPO,md_cingulate_gyrus_cingulum_right,md,-1.67044393137745e-06,3.60086928328636e-06,0.642739050425443,0.928909066997909,1.23976307741488e-06,5108,118
CDA,md_middle_cerebellar_peduncle,md,-2.98314111609199e-06,6.43427038261703e-06,0.64293700028277,0.928982703863498,3.55104588472457e-07,3827,114
AMY2B,icvf_forceps_minor,icvf,-0.00169669464965646,0.00366010895195497,0.642980798468543,0.928982703863498,-0.000264651357890044,4897,113
HLA_A,icvf_superior_thalamic_radiation_left,icvf,-0.00146540485807198,0.00316119270228803,0.642988884947696,0.928982703863498,-0.00128405796246455,3827,115
ITGA11,fa_forceps_minor,fa,0.000998476461306761,0.00215483607624427,0.643121907697954,0.929026986495892,0.00108089691557825,5197,123
SUSD2,md_cingulate_gyrus_cingulum_right,md,1.56120603990886e-06,3.36984609978863e-06,0.643177971416611,0.929026986495892,1.1415171004691e-08,5219,121
RGMA,md_acoustic_radiation_right,md,1.9201981055872e-06,4.145372397503e-06,0.643229499148433,0.929026986495892,-9.16216379640531e-07,5274,124
PSAP,fa_cingulate_gyrus_cingulum_left,fa,-0.00183170840191632,0.00395490719557817,0.643284724896142,0.929026986495892,-9.52572171989743e-05,3791,114
MYOC,fa_uncinate_fasciculus_left,fa,0.00101413132182976,0.00219019183650173,0.643359968056687,0.929039904408322,0.000354244799868626,5219,121
HSPA1A,fa_medial_lemniscus_left,fa,-0.00106051156053562,0.00229175788292135,0.643562720159792,0.929047935890475,-0.000410465313978475,5214,120
TREM2,icvf_posterior_thalamic_radiation_left,icvf,0.00147631684219579,0.00319214350292464,0.64375330302799,0.929047935890475,-0.000596284643008751,5199,118
MMP12,md_acoustic_radiation_left,md,1.853838369694e-06,4.0088462328108e-06,0.643787319405866,0.929047935890475,4.78837633282595e-07,5228,122
MANSC1,md_superior_thalamic_radiation_left,md,-1.19859439093939e-06,2.59293297440782e-06,0.64391812683963,0.929047935890475,2.9967930783416e-08,5257,123
LGALS9,icvf_posterior_thalamic_radiation_left,icvf,-0.00121646944125818,0.00263167570599051,0.643927581066808,0.929047935890475,-0.000747252185436587,5201,118
SFRP4,fa_inferior_fronto_occipital_fasciculus_right,fa,0.000999438356919341,0.00216247044271638,0.643983256390544,0.929047935890475,0.000433867933607972,3736,110
CKB,icvf_parahippocampal_cingulum_right,icvf,0.00127702330536587,0.00276344750958156,0.644027028909851,0.929047935890475,-0.00192304579496742,3829,115
TREM2,md_posterior_thalamic_radiation_left,md,-2.12279502626838e-06,4.59471524500438e-06,0.644094964762141,0.929047935890475,1.56480162587809e-06,5199,118
COMP,md_middle_cerebellar_peduncle,md,-3.1150497681249e-06,6.74275139128806e-06,0.644111650739006,0.929047935890475,2.09080492846788e-06,5147,116
CD5L,icvf_inferior_longitudinal_fasciculus_left,icvf,0.00167561617428245,0.00362787288218418,0.644198900632323,0.929047935890475,-0.00079757827379242,3807,112
CD209,fa_inferior_fronto_occipital_fasciculus_right,fa,0.000986202868161441,0.00213534210438524,0.644209770865081,0.929047935890475,0.000510453807768129,5228,122
THPO,fa_inferior_longitudinal_fasciculus_left,fa,-0.00108205608483299,0.00234367583827982,0.644321984586385,0.929047935890475,2.4267249394359e-06,5108,118
PHYKPL,fa_acoustic_radiation_left,fa,0.0012212521876227,0.00264551234704093,0.644372425027182,0.929047935890475,-0.00033372620782353,3736,110
MAGEA3,md_uncinate_fasciculus_left,md,1.98859976021294e-06,4.30779258790779e-06,0.64437446963277,0.929047935890475,-1.4186582731478e-06,3766,114
DPP4,md_inferior_fronto_occipital_fasciculus_right,md,-1.54627097443874e-06,3.3509550514075e-06,0.644501337706034,0.929047935890475,-1.18936244377471e-06,5095,115
CBLN4,icvf_cingulate_gyrus_cingulum_left,icvf,-0.001954281109908,0.00423634357454721,0.644593047762766,0.929047935890475,0.00145425872269805,5255,124
SERPIND1,fa_middle_cerebellar_peduncle,fa,0.00138776592106293,0.00300869645833982,0.644644411885091,0.929047935890475,-8.74328409155336e-05,3824,113
SSBP1,md_uncinate_fasciculus_left,md,-1.25895654979254e-06,2.73011421069009e-06,0.644727404729308,0.929047935890475,4.12322050433675e-08,3713,110
THPO,icvf_anterior_thalamic_radiation_right,icvf,-0.00162389075727318,0.00352325892952473,0.644885778708656,0.929047935890475,-0.00039987948296183,5108,118
PLAUR,md_uncinate_fasciculus_right,md,-1.26942557578587e-06,2.75450688770977e-06,0.644922744699813,0.929047935890475,5.23015285405583e-07,5171,116
MUC13,fa_parahippocampal_cingulum_left,fa,0.00126826579622149,0.00275211397489073,0.6449378619614,0.929047935890475,0.00101141897607923,5103,121
TREM2,fa_cingulate_gyrus_cingulum_right,fa,0.00155780767361194,0.00338053239189581,0.644949014816229,0.929047935890475,-0.000352383077278976,5199,118
ITGB5,md_cingulate_gyrus_cingulum_right,md,-1.46589684622184e-06,3.18121782426558e-06,0.644963063081143,0.929047935890475,1.06103500320904e-06,5257,123
ST6GAL1,md_inferior_fronto_occipital_fasciculus_left,md,1.55662579607355e-06,3.37931412637618e-06,0.645080505276454,0.929047935890475,8.3118790388691e-07,5267,123
CD8A,fa_middle_cerebellar_peduncle,fa,0.00141323665089174,0.00306814532162446,0.645093184213882,0.929047935890475,-0.000391737619950248,5274,124
TF,md_posterior_thalamic_radiation_left,md,-2.22026581301957e-06,4.82212515379415e-06,0.645231607723506,0.929047935890475,2.36461221810295e-06,3828,113
PI3,md_posterior_thalamic_radiation_right,md,2.07226235542026e-06,4.50210433871619e-06,0.645329399191786,0.929047935890475,1.25169031190165e-06,5131,116
WIF1,fa_inferior_fronto_occipital_fasciculus_left,fa,0.00101915658824634,0.002214371870236,0.645358464082867,0.929047935890475,-0.000149383146311448,5255,124
ACHE,icvf_cingulate_gyrus_cingulum_right,icvf,-0.00184358060419033,0.00400600888361274,0.645396752100187,0.929047935890475,0.000851949242830454,3736,110
TNR,fa_acoustic_radiation_left,fa,-0.00108342767790511,0.00235437644132203,0.645409182104433,0.929047935890475,0.000763922099801685,5182,119
RGMA,icvf_inferior_longitudinal_fasciculus_right,icvf,-0.00144845333991865,0.00314772082505757,0.645420798964802,0.929047935890475,0.000689252504955896,5274,124
AMY2A,md_corticospinal_tract_right,md,-1.43057045289229e-06,3.11066441096678e-06,0.645613385643664,0.929093828022385,6.16090030993422e-07,5050,117
PI3,fa_parahippocampal_cingulum_right,fa,-0.00143236469587834,0.00311508737393823,0.645668337254603,0.929093828022385,0.000457474551255365,5131,116
TPP1,icvf_acoustic_radiation_right,icvf,0.00176407505581681,0.00383782584271468,0.645783381875325,0.929093828022385,-0.000164651126785626,5167,118
GOT1,md_superior_longitudinal_fasciculus_right,md,-1.64520163245936e-06,3.57989717250296e-06,0.645853376606043,0.929093828022385,3.70995895978746e-07,3829,115
FOLR1,fa_cingulate_gyrus_cingulum_left,fa,-0.0016845708353891,0.00366593155806793,0.645879566215036,0.929093828022385,3.15700883177998e-05,5220,121
ADAM23,fa_superior_longitudinal_fasciculus_left,fa,0.000813660459637645,0.0017708442579493,0.645911379800366,0.929093828022385,-0.000100585612268366,5261,125
GZMA,icvf_anterior_thalamic_radiation_right,icvf,0.00116018653050269,0.00252581206757789,0.646014708158563,0.929093828022385,-0.000843144421765001,5261,125
CD5L,fa_inferior_longitudinal_fasciculus_left,fa,-0.00109110930757838,0.00237546451532499,0.646027345811257,0.929093828022385,-0.000384162487383342,3807,112
SMOC2,icvf_uncinate_fasciculus_left,icvf,0.00152745519287677,0.00332584862029663,0.646061007253768,0.929093828022385,0.000381805098403128,5221,120
PPP3R1,icvf_anterior_thalamic_radiation_left,icvf,-0.0012738280970943,0.0027740652769439,0.646115703566555,0.929093828022385,-0.000392945601893009,5182,119
COL15A1,icvf_posterior_thalamic_radiation_left,icvf,-0.00159029107661204,0.00346590655947637,0.646376289626182,0.929373173253815,0.00060791758051779,3829,115
ITGA2,fa_superior_longitudinal_fasciculus_right,fa,0.00102160907810293,0.00222732643012885,0.646497476235448,0.929452050321876,-2.95689495460492e-05,3736,110
LRRN1,icvf_posterior_thalamic_radiation_right,icvf,-0.00152717338252214,0.00333196854944219,0.646727953102269,0.929688018754831,0.00206997717203735,5106,120
PRR4,md_corticospinal_tract_right,md,1.55202386760417e-06,3.38854186948216e-06,0.646964109034112,0.929761501712708,8.71967003243844e-07,3710,110
SPOCK1,icvf_acoustic_radiation_right,icvf,0.00142136202501279,0.00310369952271609,0.647002303230623,0.929761501712708,0.000186031116691371,5182,119
PDIA3,md_posterior_thalamic_radiation_right,md,2.40909525777681e-06,5.26086302700464e-06,0.647031011544919,0.929761501712708,9.04206879339195e-07,3736,110
OMG,icvf_uncinate_fasciculus_right,icvf,-0.00133647116831087,0.00291870571841107,0.647044470470443,0.929761501712708,0.00104730367359488,5200,121
IL17RB,icvf_uncinate_fasciculus_right,icvf,-0.00126386010785699,0.00276140059264681,0.647196038501678,0.929883942122835,2.59443206970943e-05,5111,121
COMP,md_parahippocampal_cingulum_left,md,-3.25512363416729e-06,7.1156372729221e-06,0.647359352829746,0.930023232643349,1.26373940344781e-06,5147,116
ARHGAP1,icvf_acoustic_radiation_left,icvf,-0.00142301204072791,0.00311576042567988,0.647895923192959,0.930387809647668,-0.000530749489018888,5108,117
